kode_kab	Kabupaten	Kode_Provi	Provinsi	WKT
1404	Pelalawan	14	Riau	MULTIPOLYGON (((103.2254381809273696 0.5228585513810913, 103.1655199242051708 0.4996379446354808, 103.1385811109295787 0.5791226306049566, 103.1494592861172350 0.6666522163267814, 103.1912310342848400 0.7004010972328842, 103.2727987506618774 0.6651823463882351, 103.3021438862314199 0.6015114040281446, 103.2849368949218274 0.5284327922396415, 103.2254381809273696 0.5228585513810913)), ((103.3572501773538761 0.5373512052939304, 103.3388777564034058 0.4876248124351719, 103.2636205369582854 0.4521506190558853, 103.1450166765783933 0.3404693476823013, 103.0039335098236961 0.2908647931757287, 102.8141220762728381 0.1264309956939655, 102.7169694173048242 0.1053644657974928, 102.5656440147595276 0.0932028950975905, 102.4963016193243561 0.0121689407440613, 102.4704252039600760 -0.1050682136271348, 102.3680761812707942 -0.1788315143628552, 102.2250979136378533 -0.1664685962486487, 102.1652459765206800 -0.2635650278037360, 102.1020251808175203 -0.2731171337486558, 101.9536321275207342 -0.4078444777404115, 101.8925743326394127 -0.3957238154017091, 101.7476873708755534 -0.3521092493423339, 101.7080842568830121 -0.2627499164753999, 101.6105951327592152 -0.2345977477878023, 101.5248270230487151 -0.1174273842663069, 101.5147423224003091 -0.0376067349628215, 101.5624461642591427 0.0460198866085193, 101.5920987942240572 0.1937944212755838, 101.5805164336865118 0.2679668685761953, 101.6794502791071295 0.2708814957844652, 101.6828982519528495 0.3768025375071602, 101.6141930279858911 0.3946318057132885, 101.5741474025806497 0.4541349803450885, 101.5920108405279052 0.5305419848247652, 101.6645781589549529 0.5374227607518378, 101.6765494430024432 0.4556458971404709, 101.7942589213122346 0.4075014603241698, 101.8365998773824685 0.4362659396214781, 101.8498139372634341 0.5102219677696667, 101.9774574420073918 0.5719249974407035, 102.1185531246270557 0.5967845187905709, 102.3401645452576076 0.6113790712871605, 102.8482337068201673 0.6667237915697797, 102.9006505915515959 0.7209675420185135, 103.0275581729713394 0.6008369763454198, 103.1214380011628577 0.4630343412619027, 102.9548232056264965 0.3807100045631273, 102.9131860796738920 0.3429763598711588, 102.7942326375262496 0.2934674797404568, 102.8504918046531316 0.2451641659935149, 102.9860293253931331 0.3150507007293299, 103.0569747461876204 0.3699010403008174, 103.1438034695545412 0.3927729960769284, 103.2118656665672916 0.4835263923291677, 103.3572501773538761 0.5373512052939304)))
1405	Siak	14	Riau	POLYGON ((102.1620070079171683 1.1907908104475950, 102.2259340493170043 1.0001075615148238, 102.3389682508841361 0.9001318398126159, 102.4011535249152871 0.8172108164260976, 102.5076838096601364 0.7486534733791359, 102.5870793665196175 0.7364307361895612, 102.6952035799812961 0.7549215447934898, 102.7631076752790591 0.7320430878182833, 102.9006505915515959 0.7209675420185135, 102.8482337068201673 0.6667237915697797, 102.3401645452576076 0.6113790712871605, 102.1185531246270557 0.5967845187905709, 101.9774574420073918 0.5719249974407035, 101.8498139372634341 0.5102219677696667, 101.8365998773824685 0.4362659396214781, 101.7942589213122346 0.4075014603241698, 101.6765494430024432 0.4556458971404709, 101.6645781589549529 0.5374227607518378, 101.5920108405279052 0.5305419848247652, 101.5742017827861332 0.6328873814475173, 101.5402843968075217 0.6580071863825765, 101.3777602863082166 0.6687067085478020, 101.3225996293694493 0.6959522050302667, 101.3348287049807936 0.7974398570638073, 100.9068726648416714 1.0299130636370251, 100.9325890971092008 1.2484831335897866, 101.2304383246690236 1.0069362073401180, 101.2909162456882655 1.0499031005476809, 101.4170278821310944 1.0226297916316298, 101.5394087170387252 0.9254166946248006, 101.7118501085956837 1.1971271314120600, 101.8138567261070762 1.1689174690660025, 101.8834807982003099 1.0683186035207655, 101.8405746892705679 0.9468568901334038, 101.9689942666721549 0.9604848162213671, 102.1318678456246403 1.1769341283074368, 102.1620070079171683 1.1907908104475950))
1406	Kampar	14	Riau	POLYGON ((100.7449916469470281 0.8697921466902585, 100.7715005159361112 0.8653328655193491, 100.9068726648416714 1.0299130636370251, 101.3348287049807936 0.7974398570638073, 101.3225996293694493 0.6959522050302667, 101.3777602863082166 0.6687067085478020, 101.3279156802644820 0.6060310998554428, 101.3540732920488381 0.5664965267933439, 101.3628656417360503 0.4319545438671639, 101.4452953502002970 0.4214827723121175, 101.4769723145207649 0.4559500892252686, 101.5741474025806497 0.4541349803450885, 101.6141930279858911 0.3946318057132885, 101.6828982519528495 0.3768025375071602, 101.6794502791071295 0.2708814957844652, 101.5805164336865118 0.2679668685761953, 101.5920987942240572 0.1937944212755838, 101.5624461642591427 0.0460198866085193, 101.5147423224003091 -0.0376067349628215, 101.5248270230487151 -0.1174273842663069, 101.4521904909984187 -0.1271853108533492, 101.4111097863876125 -0.0739001162972954, 101.3681711148051363 -0.1488019119785804, 101.2608686307827384 -0.0139867896585883, 101.1931813296546920 -0.1214002518200914, 101.2018941352062598 -0.1831661953635830, 101.1602529497139358 -0.2321068352621865, 101.1180483839258386 -0.3877811811565266, 101.0409829327162470 -0.3627315206431376, 100.9476611320556572 -0.3108300724498463, 100.8445559432022947 -0.3394504533756617, 100.8411200248693262 -0.2968892245580150, 100.7631470237162148 -0.2123150026351937, 100.7452738676948911 -0.0464008464218750, 100.8010594500336765 0.0494965244450896, 100.7906171411681839 0.1288810241400142, 100.8365156506768017 0.1406654848242965, 100.8413242896842803 0.2259671206861071, 100.7013707226807924 0.2456303394686188, 100.6806897816081801 0.1873092894921911, 100.5320805825529078 0.3166565454632746, 100.4823631901091971 0.4011134670129195, 100.4353281965391034 0.4175349041125855, 100.5120972581819956 0.4577644588627550, 100.5717380030064874 0.5321550655039005, 100.7204660726511634 0.3905471964959588, 100.8027637093777571 0.3549050187516514, 100.8389330211420543 0.3753924293172304, 100.8387147817618370 0.4760311177419112, 100.6522785802923181 0.6184484611276275, 100.5953799906940844 0.7040638380757400, 100.6780701742991369 0.7786275084528143, 100.7449916469470281 0.8697921466902585))
1407	Rokan Hulu	14	Riau	POLYGON ((100.7449916469470281 0.8697921466902585, 100.6780701742991369 0.7786275084528143, 100.5953799906940844 0.7040638380757400, 100.6522785802923181 0.6184484611276275, 100.8387147817618370 0.4760311177419112, 100.8389330211420543 0.3753924293172304, 100.8027637093777571 0.3549050187516514, 100.7204660726511634 0.3905471964959588, 100.5717380030064874 0.5321550655039005, 100.5120972581819956 0.4577644588627550, 100.4353281965391034 0.4175349041125855, 100.3757714223133348 0.3893139795565617, 100.3005126317526106 0.3966001815531968, 100.2590140526564824 0.4323090197455031, 100.1764953409872305 0.5738697292046595, 100.2378193019193304 0.6733289711551151, 100.2392589339527262 0.7339541219851640, 100.1786173435156684 0.7643800672863108, 100.1242598755928270 0.8164883451610763, 100.1284103205799170 0.9368150134021676, 100.1644975808986828 1.0043761387478298, 100.1212382227658395 1.0680469255252660, 100.1644132550677000 1.1366619987522881, 100.1227569843474043 1.2500114945348741, 100.0746461713837903 1.2759157942785464, 100.0253595452069248 1.3569162407919180, 100.0416257970929337 1.3920401446370079, 100.2007825032100072 1.3987726673248062, 100.3335672441330644 1.4333628487165697, 100.4937230493792981 1.3055859996941876, 100.6209201378541138 1.2239779037573157, 100.6658341640155072 1.2901973934949638, 100.7059356346218806 1.2444532643067419, 100.7939137257379230 1.2477232891984613, 100.8295921335701451 1.3236057595981947, 100.9019509693617920 1.3816396956154904, 100.9475406040157281 1.3512199772202393, 100.9325890971092008 1.2484831335897866, 100.9068726648416714 1.0299130636370251, 100.7715005159361112 0.8653328655193491, 100.7449916469470281 0.8697921466902585))
1408	Bengkalis	14	Riau	MULTIPOLYGON (((102.0308056772402665 1.6077988115659423, 102.4584048960691689 1.5194975166970721, 102.4965388352990772 1.4654315127541508, 102.4961569633732097 1.2526043452144222, 102.3975007143865241 1.3236237001736981, 102.2981872903112617 1.4261341943376351, 102.1941404258400325 1.4354234590254578, 102.1095424042586046 1.4644457496716541, 101.9981809596836229 1.5838082637404227, 102.0308056772402665 1.6077988115659423)), ((102.1620070079171683 1.1907908104475950, 102.1318678456246403 1.1769341283074368, 101.9689942666721549 0.9604848162213671, 101.8405746892705679 0.9468568901334038, 101.8834807982003099 1.0683186035207655, 101.8138567261070762 1.1689174690660025, 101.7118501085956837 1.1971271314120600, 101.5394087170387252 0.9254166946248006, 101.4170278821310944 1.0226297916316298, 101.2909162456882655 1.0499031005476809, 101.2304383246690236 1.0069362073401180, 100.9325890971092008 1.2484831335897866, 100.9475406040157281 1.3512199772202393, 101.0113957383227330 1.3506959962232941, 101.1684814649477175 1.4416122632953829, 101.3174172258243857 1.4747301231966503, 101.4221715186007486 1.4310618514233511, 101.5760888617116393 1.5362062692040013, 101.6899848098511256 1.5158002409883693, 101.7259525196930667 1.6719987072745539, 101.7618594533511782 1.6593534227223472, 102.0052566951404174 1.4584470243107717, 102.1591917962644516 1.3605614961161905, 102.1620070079171683 1.1907908104475950)), ((101.6552344771894241 2.1248767968267543, 101.7108375241325007 2.0898247793900850, 101.7765304005575899 1.9886442620231151, 101.7316851059829332 1.7625536843051464, 101.6172634195712021 1.6887567021601058, 101.4580320508385398 1.7238773486607784, 101.3837533522354875 1.9063308403960377, 101.3978234740741300 2.0051296741951319, 101.4774713941895357 2.0642573665842292, 101.5282824530727908 2.0366667804476037, 101.6552344771894241 2.1248767968267543)))
1409	Rokan Hilir	14	Riau	MULTIPOLYGON (((100.7330453685489715 2.2718352075288522, 100.7762851880110588 2.1888138683654006, 100.7255303133733264 2.1645617788030904, 100.7042242247682111 2.2469893324917507, 100.7330453685489715 2.2718352075288522)), ((101.0618160453742576 2.2752996064916715, 101.0096242168841627 2.1272595613796739, 101.0602365957423672 1.9550781656249114, 101.1299487537320374 1.8407550646945197, 101.2529067456498524 1.6814512690608581, 101.2999658113731698 1.5886039875840083, 101.3174172258243857 1.4747301231966503, 101.1684814649477175 1.4416122632953829, 101.0113957383227330 1.3506959962232941, 100.9475406040157281 1.3512199772202393, 100.9019509693617920 1.3816396956154904, 100.8295921335701451 1.3236057595981947, 100.7939137257379230 1.2477232891984613, 100.7059356346218806 1.2444532643067419, 100.6658341640155072 1.2901973934949638, 100.6209201378541138 1.2239779037573157, 100.4937230493792981 1.3055859996941876, 100.3335672441330644 1.4333628487165697, 100.3167795140633984 1.4760832161675239, 100.3881721578188717 1.4555337883537049, 100.4239529903383072 1.4887569642625635, 100.4039547534092094 1.5859171757371087, 100.4120167636627912 1.6612050557687326, 100.3190515360995505 1.6900394798381626, 100.3537501487504073 1.7821453053616096, 100.2961557680742999 1.7912281000968164, 100.2815073371939434 1.8651077083541168, 100.3144002038064286 1.9096131257451816, 100.3155396079665707 2.0524122124537030, 100.3650612171015268 2.2102322930858804, 100.3008235903365062 2.3401429662249598, 100.2954526061529350 2.4282140112676416, 100.3227505223188132 2.5449336786463732, 100.3477421064131363 2.4283171742982290, 100.3956210543682346 2.3201216032294383, 100.4835995789574667 2.2201497324242609, 100.5720218362388323 2.1544807141137312, 100.8774121075827566 2.0436931206410804, 100.7898504817144385 2.1172858478636272, 100.7622462078962258 2.2655966455687917, 100.8967121567407048 2.3053753845663891, 101.0618160453742576 2.2752996064916715)))
1410	Kepulauan Meranti	14	Riau	MULTIPOLYGON (((102.7491317826057298 0.9981210634363720, 102.8750945650621702 0.9542812055132686, 103.0471045293506336 0.8243326862045706, 103.0494079826922871 0.7203401623686432, 102.9945183580358616 0.6890843514617018, 102.9274733769948398 0.7693054922547162, 102.8495880246676393 0.7942005116443625, 102.6552364285184353 0.7889943300243658, 102.5476740916860194 0.7722063454465342, 102.4371884258052887 0.8252324336299353, 102.4089078447213410 0.8878481384808765, 102.5915247162926676 1.0020740937444543, 102.7491317826057298 0.9981210634363720)), ((102.5333468239967942 1.1285793895272604, 102.6142373202961267 1.0476629306997438, 102.5549035941256193 0.9701471313850334, 102.5000049816446221 0.9449685566536346, 102.4607099295196804 1.0615468811836877, 102.4840976959519594 1.1280150019907751, 102.5333468239967942 1.1285793895272604)), ((102.7709313795795651 1.1584453108025059, 102.9722353979453260 1.0962450630592571, 103.0873212507751759 0.9800814824744748, 103.1600678265689908 0.8857033858026853, 103.1021015078783307 0.8271212212674186, 102.9554151573836407 0.9054488844585080, 102.8849395055538025 0.9666098954303948, 102.7282456908860127 1.0392410000721384, 102.6706642739371773 1.0910488792024466, 102.7709313795795651 1.1584453108025059)), ((102.2920109902150898 1.4119743120648991, 102.3719057220714603 1.3281901004928045, 102.4812522383002147 1.2435838851881726, 102.4859436731620690 1.2004387256666860, 102.4386082997332892 1.0706223167665598, 102.4835378086230548 0.9522337612791034, 102.3908118025227054 0.9127174462531684, 102.2758917019405658 1.0053833065943536, 102.2367362659659875 1.1007156639967661, 102.2479636317162885 1.1862040305915684, 102.2058810607624082 1.2818571716711631, 102.2275338371169369 1.3294531794207387, 102.2095901014021138 1.4013459064884159, 102.2920109902150898 1.4119743120648991)))
1471	Kota Pekanbaru	14	Riau	POLYGON ((101.5920108405279052 0.5305419848247652, 101.5741474025806497 0.4541349803450885, 101.4769723145207649 0.4559500892252686, 101.4452953502002970 0.4214827723121175, 101.3628656417360503 0.4319545438671639, 101.3540732920488381 0.5664965267933439, 101.3279156802644820 0.6060310998554428, 101.3777602863082166 0.6687067085478020, 101.5402843968075217 0.6580071863825765, 101.5742017827861332 0.6328873814475173, 101.5920108405279052 0.5305419848247652))
1473	Kota Dumai	14	Riau	POLYGON ((101.7259525196930667 1.6719987072745539, 101.6899848098511256 1.5158002409883693, 101.5760888617116393 1.5362062692040013, 101.4221715186007486 1.4310618514233511, 101.3174172258243857 1.4747301231966503, 101.2999658113731698 1.5886039875840083, 101.2529067456498524 1.6814512690608581, 101.1299487537320374 1.8407550646945197, 101.0602365957423672 1.9550781656249114, 101.0096242168841627 2.1272595613796739, 101.0618160453742576 2.2752996064916715, 101.0729898007387533 2.2231238156116433, 101.1872311119263372 2.1231270416796519, 101.2683205661412558 2.0813577504598584, 101.3231406606130349 1.9979030414922363, 101.3322493846014822 1.9113953176398581, 101.3874305146066490 1.7203379992992609, 101.5312006101200950 1.6459796720242821, 101.6018924283929437 1.6386658311632232, 101.7259525196930667 1.6719987072745539))
1501	Kerinci	15	Jambi	POLYGON ((101.4363866426294862 -1.6948303354515701, 101.6312921195357717 -1.8914615133381290, 101.6556624141891234 -1.9549135211420321, 101.7083602309399453 -1.9870754844459952, 101.8205657342213044 -2.1635630428001491, 101.7746431273785106 -2.2064178004411019, 101.7427672689943279 -2.2902691553971408, 101.6944351346737676 -2.3462972660059904, 101.6027985331258492 -2.3340103513965573, 101.5558318610516153 -2.3691274752527534, 101.5575033185234020 -2.4503684436486992, 101.5568092946132879 -2.4495335607251718, 101.5566699905277233 -2.4493597622432048, 101.2853851812811286 -2.2767110256932597, 101.2821061838533865 -2.2502573139238393, 101.4153358742512410 -2.1564061192469808, 101.4569449305641342 -2.0890783526837708, 101.4269363012693361 -2.0263566978032941, 101.2897762641633221 -2.0272962231421161, 101.2408332329673613 -2.0649462623600812, 101.2070843970273586 -1.9842042342379500, 101.1423194302975048 -1.9241354939578059, 101.1782363877991315 -1.8630557709070672, 101.1287728326001911 -1.7626637593249939, 101.1316266080815467 -1.6852085599270481, 101.2315373357794783 -1.7241561823618667, 101.4283714052162395 -1.6785953889659595, 101.4363866426294862 -1.6948303354515701))
1502	Merangin	15	Jambi	POLYGON ((102.4594950047907105 -1.8973403536743376, 102.4877443973861091 -2.0112160454840478, 102.6307559057605090 -2.1478237486670082, 102.5574329382795327 -2.2065084215263937, 102.4609904640387299 -2.1957577720035033, 102.3926746096455531 -2.3311350308569558, 102.3827325900370511 -2.3402127111476716, 102.2938468995148469 -2.3508479956384463, 102.2239839971637707 -2.3947613911252574, 102.1222310640124533 -2.4274074702784674, 102.1564641848742667 -2.5086426083696551, 102.0631111309739936 -2.6243409939416438, 102.0864830738348701 -2.6934851194426415, 102.0752115738550856 -2.7656436564295745, 102.0680223943181204 -2.7679061276656398, 101.9901250909002783 -2.7231419816171183, 101.9219000005846283 -2.7368349997353789, 101.8555798173547373 -2.7168805400048655, 101.7683269188522672 -2.6441320648428928, 101.6758022349852126 -2.5328232575872107, 101.5415935911713632 -2.5551996167688458, 101.5575033185234020 -2.4503684436486992, 101.5558318610516153 -2.3691274752527534, 101.6027985331258492 -2.3340103513965573, 101.6944351346737676 -2.3462972660059904, 101.7427672689943279 -2.2902691553971408, 101.7746431273785106 -2.2064178004411019, 101.8205657342213044 -2.1635630428001491, 101.7083602309399453 -1.9870754844459952, 101.6556624141891234 -1.9549135211420321, 101.6312921195357717 -1.8914615133381290, 101.7164485832356036 -1.8795196389201578, 101.8271647903228541 -1.8214765019389461, 101.9592156313963187 -1.8579132037313002, 101.9852271851864884 -1.9007405563315842, 102.1072749813553742 -1.8836992812967424, 102.1437310599405350 -1.8251362273549603, 102.2483161857434197 -1.7428090443019073, 102.3625615843496917 -1.6767443161971869, 102.4073939628611356 -1.7149378202241792, 102.5186136868721860 -1.6462143283285400, 102.5140058961552540 -1.7147153198560545, 102.4597761166745045 -1.8004492814091577, 102.4594950047907105 -1.8973403536743376))
1503	Sarolangun	15	Jambi	POLYGON ((103.2220609082843339 -2.1417938078379279, 103.1851659236684782 -2.1661206913167916, 103.1797891973136529 -2.2495616982137676, 103.2119096128384399 -2.3116955283259131, 103.1435513005521329 -2.3608378537838917, 103.0681395263181344 -2.3308318729925190, 103.0039623088135841 -2.3360988856550193, 102.8769435010418078 -2.3045075637730292, 102.8406416597848079 -2.3378530987414479, 102.8753830612793081 -2.4098029372556766, 102.7392971951095433 -2.5779847465987018, 102.6405723143608952 -2.6110090257458864, 102.5905279985683478 -2.6796343692307119, 102.4877345947758158 -2.7058605857973248, 102.3247350963476947 -2.6539880004457927, 102.2806664598892894 -2.6144370606218104, 102.2362800623750445 -2.6884394955861808, 102.0752115738550856 -2.7656436564295745, 102.0864830738348701 -2.6934851194426415, 102.0631111309739936 -2.6243409939416438, 102.1564641848742667 -2.5086426083696551, 102.1222310640124533 -2.4274074702784674, 102.2239839971637707 -2.3947613911252574, 102.2938468995148469 -2.3508479956384463, 102.3827325900370511 -2.3402127111476716, 102.3926746096455531 -2.3311350308569558, 102.4609904640387299 -2.1957577720035033, 102.5574329382795327 -2.2065084215263937, 102.6307559057605090 -2.1478237486670082, 102.4877443973861091 -2.0112160454840478, 102.4594950047907105 -1.8973403536743376, 102.5097303788539875 -1.9118711181575350, 102.6522903628100494 -1.9245780989000991, 102.7153445249299466 -1.9598084797774504, 102.7772753636671723 -1.9472895589659061, 102.8582459077225053 -2.0093888515142453, 102.9462971712774788 -1.9825423653378493, 102.9794338647810719 -1.9434425011704661, 103.1565346591472689 -1.9557568828737999, 103.1604974327104287 -2.0171713425833673, 103.2112601350472687 -2.0810756859940511, 103.2220609082843339 -2.1417938078379279))
1504	Batanghari	15	Jambi	POLYGON ((103.4587119522948342 -2.1811072088305536, 103.4598064470100098 -2.2978025333601977, 103.4327504808500748 -2.3365566064022119, 103.3068412008607879 -2.2157785531376817, 103.2526800045786217 -2.1320251829158110, 103.2220609082843339 -2.1417938078379279, 103.2112601350472687 -2.0810756859940511, 103.1604974327104287 -2.0171713425833673, 103.1565346591472689 -1.9557568828737999, 102.9794338647810719 -1.9434425011704661, 102.9462971712774788 -1.9825423653378493, 102.8582459077225053 -2.0093888515142453, 102.7772753636671723 -1.9472895589659061, 102.7153445249299466 -1.9598084797774504, 102.6522903628100494 -1.9245780989000991, 102.5097303788539875 -1.9118711181575350, 102.5851339108014031 -1.8815688323356881, 102.6585360491993697 -1.8205826684553585, 102.6870345522028742 -1.7450141891534372, 102.7418795641905831 -1.6919764556488417, 102.8046939328787630 -1.5805811102300140, 102.8135762759244471 -1.4231732779243771, 102.8675010710176707 -1.3708775192820326, 103.0306415273846596 -1.4390955634094666, 103.0789736895841884 -1.3929901855485696, 103.1659877056681580 -1.3863139019649680, 103.2053675368823633 -1.3554653517445558, 103.2951287012286343 -1.3498334706380888, 103.3399188259930952 -1.3767044822260459, 103.3828983987421566 -1.4804873498113125, 103.4595418925443937 -1.4714517991611729, 103.4663767688728626 -1.5330597138346889, 103.4206030519893034 -1.6055132725194881, 103.3959857927102348 -1.7576273517208847, 103.4300106458746882 -1.8101404774010916, 103.3955166271906592 -1.8686820969011819, 103.3146487173644914 -1.8684754246011153, 103.3142619090598942 -1.9654032188834094, 103.3695236363068375 -2.0019275506159033, 103.3693761897594072 -2.0508067119601492, 103.4465287555976261 -2.0622862098406358, 103.4587119522948342 -2.1811072088305536))
1505	Muaro Jambi	15	Jambi	POLYGON ((104.3584707019613802 -1.6428552246888444, 104.3423202638691691 -1.6755890605866171, 104.1527208400947302 -1.7248830288286854, 103.6642841153197310 -1.8489645896440265, 103.5376241990975927 -1.8885718791888166, 103.5097045896951045 -1.9624023439929488, 103.5602158721648038 -2.0000267255529138, 103.5140991205780097 -2.0836791981364513, 103.5275268557798540 -2.1669921865401420, 103.4587119522948342 -2.1811072088305536, 103.4465287555976261 -2.0622862098406358, 103.3693761897594072 -2.0508067119601492, 103.3695236363068375 -2.0019275506159033, 103.3142619090598942 -1.9654032188834094, 103.3146487173644914 -1.8684754246011153, 103.3955166271906592 -1.8686820969011819, 103.4300106458746882 -1.8101404774010916, 103.3959857927102348 -1.7576273517208847, 103.4206030519893034 -1.6055132725194881, 103.4663767688728626 -1.5330597138346889, 103.4595418925443937 -1.4714517991611729, 103.3828983987421566 -1.4804873498113125, 103.3399188259930952 -1.3767044822260459, 103.2951287012286343 -1.3498334706380888, 103.2053675368823633 -1.3554653517445558, 103.2529287003992522 -1.3539826484803825, 103.2605439148698565 -1.2312645057522786, 103.3468967197078996 -1.2287777759735263, 103.4566925489220353 -1.3190062703230865, 103.5522234613437149 -1.3069763972428632, 103.5846076830981701 -1.3825084962700203, 103.8378965986491949 -1.3345809669380060, 104.0569928448439896 -1.3106414277596627, 104.1110914420165159 -1.3416478485693233, 104.1709237226517644 -1.4463196033669306, 104.2604419360465613 -1.5543275416826532, 104.3584707019613802 -1.6428552246888444), (103.6021194600451167 -1.5468686743498097, 103.5290012358184413 -1.6496753683235283, 103.6207965443251169 -1.6912212805376043, 103.6746899440856851 -1.6289705907201437, 103.6486426287543736 -1.5499540378485221, 103.6021194600451167 -1.5468686743498097))
1506	Tanjung Jabung Timur	15	Jambi	POLYGON ((104.4979561187799391 -1.6729373969432686, 104.4220996243981858 -1.6263631692248168, 104.3584707019613802 -1.6428552246888444, 104.2604419360465613 -1.5543275416826532, 104.1709237226517644 -1.4463196033669306, 104.1110914420165159 -1.3416478485693233, 104.0569928448439896 -1.3106414277596627, 103.8378965986491949 -1.3345809669380060, 103.5846076830981701 -1.3825084962700203, 103.5522234613437149 -1.3069763972428632, 103.4566925489220353 -1.3190062703230865, 103.3468967197078996 -1.2287777759735263, 103.4356999262107024 -1.1953658683401045, 103.4320192483896790 -1.1006280968091460, 103.4757629786785742 -1.0276307837336276, 103.5542955416059954 -0.9641299139643138, 103.5740601382648265 -0.8752296769080203, 103.6758967038698529 -0.9517108089066824, 103.8086509065141740 -1.0143223948625746, 103.9084649409043664 -0.9818968258777545, 104.0214056498509194 -0.9991357296301544, 104.1345526830599511 -1.0505320834888039, 104.3700706820164328 -1.0266697241283964, 104.3990254893349174 -1.0898375227833981, 104.4009204409256881 -1.2380862888510933, 104.4560975329748089 -1.3333270547996676, 104.4399752382666975 -1.5158010717619845, 104.4979561187799391 -1.6729373969432686))
1507	Tanjung Jabung Barat	15	Jambi	POLYGON ((103.5740601382648265 -0.8752296769080203, 103.5542955416059954 -0.9641299139643138, 103.4757629786785742 -1.0276307837336276, 103.4320192483896790 -1.1006280968091460, 103.4356999262107024 -1.1953658683401045, 103.3468967197078996 -1.2287777759735263, 103.2605439148698565 -1.2312645057522786, 103.2529287003992522 -1.3539826484803825, 103.2053675368823633 -1.3554653517445558, 103.1659877056681580 -1.3863139019649680, 103.0789736895841884 -1.3929901855485696, 103.0306415273846596 -1.4390955634094666, 102.8675010710176707 -1.3708775192820326, 102.8135762759244471 -1.4231732779243771, 102.7800056469430956 -1.3077093617975493, 102.6883490210905165 -1.2210661128108313, 102.6495726916264744 -1.1185196988249686, 102.7349321071311010 -1.0697429531746820, 102.8247170126800256 -0.9598978141327734, 102.9280514684006107 -0.8674945018697144, 103.0122305156258449 -0.7553443437664100, 103.1215464423145249 -0.7469227935520166, 103.3452480249764562 -0.7929023922315537, 103.4424088902581502 -0.7396056953465404, 103.4883671902936726 -0.7965646204607992, 103.5460601042904614 -0.8084225863332222, 103.5740601382648265 -0.8752296769080203))
1508	Tebo	15	Jambi	POLYGON ((102.5550278039900149 -1.0900316378497337, 102.6495726916264744 -1.1185196988249686, 102.6883490210905165 -1.2210661128108313, 102.7800056469430956 -1.3077093617975493, 102.8135762759244471 -1.4231732779243771, 102.8046939328787630 -1.5805811102300140, 102.7418795641905831 -1.6919764556488417, 102.6870345522028742 -1.7450141891534372, 102.6585360491993697 -1.8205826684553585, 102.5851339108014031 -1.8815688323356881, 102.5097303788539875 -1.9118711181575350, 102.4594950047907105 -1.8973403536743376, 102.4597761166745045 -1.8004492814091577, 102.5140058961552540 -1.7147153198560545, 102.5186136868721860 -1.6462143283285400, 102.4595947270150873 -1.5636994837441307, 102.3136138919675773 -1.5685927867276632, 102.3233261114109496 -1.5051734449984338, 102.1528611239417614 -1.4598080715852007, 102.0771367867333765 -1.3949291805371899, 101.9484376029130885 -1.3697928262778873, 101.8717981866370792 -1.3151156763473182, 101.9553401658160396 -1.2561761041438331, 101.9699710680104658 -1.1633442604292554, 101.8846067440060779 -1.1348668267426092, 101.8369860246853591 -1.1103073812805633, 101.8334055628165515 -0.9815256639781751, 101.9071647797308628 -0.9505606191771676, 101.9278736771285594 -0.9051834664437592, 102.0077743526043719 -0.8786043514096491, 102.1130321982773808 -0.9197133477927082, 102.1627197269339149 -0.8989065888679306, 102.2166623789656796 -0.9464208338543472, 102.3042984012502643 -0.9169550533329698, 102.3243865973636275 -0.9608022569185550, 102.4425201419909968 -1.0254486795129196, 102.4819378409586648 -1.0799212912345411, 102.5550278039900149 -1.0900316378497337))
1509	Bungo	15	Jambi	POLYGON ((102.5186136868721860 -1.6462143283285400, 102.4073939628611356 -1.7149378202241792, 102.3625615843496917 -1.6767443161971869, 102.2483161857434197 -1.7428090443019073, 102.1437310599405350 -1.8251362273549603, 102.1072749813553742 -1.8836992812967424, 101.9852271851864884 -1.9007405563315842, 101.9592156313963187 -1.8579132037313002, 101.8271647903228541 -1.8214765019389461, 101.7164485832356036 -1.8795196389201578, 101.6312921195357717 -1.8914615133381290, 101.4363866426294862 -1.6948303354515701, 101.5016032533874863 -1.6791768249504457, 101.5704776452271858 -1.5772251263384760, 101.6307721477165273 -1.5427016629513446, 101.7236137517732573 -1.4386627260039404, 101.6961332102794699 -1.2884034373686859, 101.7335770952068401 -1.2351903081861337, 101.8137828962637172 -1.2209877395924877, 101.8846067440060779 -1.1348668267426092, 101.9699710680104658 -1.1633442604292554, 101.9553401658160396 -1.2561761041438331, 101.8717981866370792 -1.3151156763473182, 101.9484376029130885 -1.3697928262778873, 102.0771367867333765 -1.3949291805371899, 102.1528611239417614 -1.4598080715852007, 102.3233261114109496 -1.5051734449984338, 102.3136138919675773 -1.5685927867276632, 102.4595947270150873 -1.5636994837441307, 102.5186136868721860 -1.6462143283285400))
1571	Kota Jambi	15	Jambi	POLYGON ((103.6021194600451167 -1.5468686743498097, 103.6486426287543736 -1.5499540378485221, 103.6746899440856851 -1.6289705907201437, 103.6207965443251169 -1.6912212805376043, 103.5290012358184413 -1.6496753683235283, 103.6021194600451167 -1.5468686743498097))
